Data,Pontos
2026-04-01 08:48,24015
2026-04-01 08:50,24015
2026-04-01 08:57,24015
2026-04-01 08:58,24018
2026-04-01 08:58,24018
2026-04-01 09:00,24018
2026-04-01 09:18,24018
2026-04-01 09:46,24085
